State_Abbr,Year,Crop_Name,Price_Received_USD_kg,Crop_Area_ha,Production_kg,FIPS,kcal_kg,Production_kcal,Production_USD
IN,2010,TOMATOES-ALL CLASSES,0.156820526,4249.291785,191270880,18,187,35767654560,29995200.02
IN,2011,TOMATOES-ALL CLASSES,0.142555753,3949.817887,207028684.7,18,187,38714364030,23869751.7
IN,2012,TOMATOES-ALL CLASSES,0.158976729,3925.53622,240630815.7,18,187,44997962527,30007582.91
IN,2013,TOMATOES-ALL CLASSES,0.176523576,3885.066775,251607752.1,18,187,47050649643,34340090.66
IN,2014,TOMATOES-ALL CLASSES,0.146196468,4095.507892,319056956.9,18,187,59663650940,35680825.82
IN,2015,TOMATOES-ALL CLASSES,0.146189654,2994.738972,176102749.7,18,187,32931214194,22367113.99
MD,2003,CUCUMBERS-ALL CLASSES,0.325009118,1942.533387,18824087.35,24,146,2748316753,8285363.253
MD,2004,CUCUMBERS-ALL CLASSES,0.346333025,2051.80089,10614061.4,24,146,1549652964,4501832.921
MD,2005,CUCUMBERS-ALL CLASSES,0.343921085,1525.698098,12383073.3,24,146,1807928702,5426825.321
MD,2005,SWEET CORN-ALL CLASSES,0.222005395,4613.516795,53968418,24,310,16730209580,15267284.97
MD,2006,CUCUMBERS-ALL CLASSES,0.384840507,1473.087819,9706878.4,24,146,1417204246,4821158.979
MD,2006,SWEET CORN-ALL CLASSES,0.228027753,4249.291785,43798878.8,24,310,13577652428,12889669.66
MD,2007,SWEET CORN-ALL CLASSES,0.197612636,4006.475111,57805817.4,24,310,17919803394,12028571.49
MD,2008,SWEET CORN-ALL CLASSES,0.216826829,4330.230676,59484105.25,24,310,18440072628,12074149.04
MI,1998,TOMATOES-ALL CLASSES,0.252575574,1942.533387,103555143.6,26,187,19364811853,37757939.57
MI,1999,CARROTS-ALL CLASSES,0.175839761,2509.105625,95072922.2,26,365,34701616603,25654040.47
MI,1999,CUCUMBERS-ALL CLASSES,0.231228373,13395.38648,210103973.4,26,146,30675180116,74551646.21
MI,1999,TOMATOES-ALL CLASSES,0.235432764,2225.819506,101332539.8,26,187,18949184943,36609827.05
MI,2000,CARROTS-ALL CLASSES,0.216997945,2326.99312,88904067,26,365,32449984455,29277306.31
MI,2000,CUCUMBERS-ALL CLASSES,0.285137146,14852.28652,224074628,26,146,32714895688,96961728.56
MI,2000,TOMATOES-ALL CLASSES,0.263110287,2104.41117,94710093.6,26,187,17710787503,37817077.18
MI,2001,CARROTS-ALL CLASSES,0.242007561,2549.575071,104779783.5,26,365,38244620978,36888077.74
MI,2001,CUCUMBERS-ALL CLASSES,0.326420566,14164.30595,168627487.3,26,146,24619613146,80072885.04
MI,2001,TOMATOES-ALL CLASSES,0.192101888,1983.002833,112763076.6,26,187,21086695324,31512157.88
MI,2002,CARROTS-ALL CLASSES,0.204592753,2347.227843,97431603,26,365,35562535095,30404078.57
MI,2002,CUCUMBERS-ALL CLASSES,0.258958838,16390.12546,195679747.5,26,146,28569243135,77289121.13
MI,2002,TOMATOES-ALL CLASSES,0.17448011,2266.288952,133356174,26,187,24937604538,35489575.65
MI,2003,CARROTS-ALL CLASSES,0.215798958,2347.227843,101513928,26,365,37052583720,29667233.86
MI,2003,CUCUMBERS-ALL CLASSES,0.27104034,16147.30878,210557587.3,26,146,30741407746,77287081.58
MI,2003,TOMATOES-ALL CLASSES,0.19794591,2225.819506,135714851.8,26,187,25378677287,36381113.76
MI,2004,CARROTS-ALL CLASSES,0.202159014,2225.819506,88541190.9,26,365,32317534679,21920595.13
MI,2004,CUCUMBERS-ALL CLASSES,0.267790798,16956.69769,215229576.5,26,146,31423518169,70584845.85
MI,2004,TOMATOES-ALL CLASSES,0.284072423,2266.288952,123195695.7,26,187,23037595096,42858649.39
MI,2005,CARROTS-ALL CLASSES,0.185037669,2104.41117,100878918,26,365,36820805070,23785876.64
MI,2005,CUCUMBERS-ALL CLASSES,0.225915794,15459.32821,186154315.2,26,146,27178530019,53589326.56
MI,2006,BEANS-SNAP,0.254784773,8741.400243,68655751.15,26,273,18743020064,22575713.13
MI,2006,CARROTS-ALL CLASSES,0.20485033,2023.472278,89085528.6,26,365,32516217939,23552386.19
MI,2006,CUCUMBERS-ALL CLASSES,0.253394127,15540.2671,196713951.2,26,146,28720236875,64331368.89
MI,2006,TOMATOES-ALL CLASSES,0.263030552,2144.880615,125645099.5,26,187,23495633607,42652337.39
MI,2007,BEANS-SNAP,0.300634156,8458.114124,61325699.8,26,273,16741916045,19413714.06
MI,2007,CARROTS-ALL CLASSES,0.177649931,2104.41117,84368172,26,365,30794382780,15782343.02
MI,2007,CUCUMBERS-ALL CLASSES,0.280033383,16147.30878,207201011.1,26,146,30251347621,61098348.73
MI,2007,TOMATOES-ALL CLASSES,0.279722493,2225.819506,124737912.2,26,187,23325989581,36741227.15
MI,2008,BEANS-SNAP,0.291833898,7203.561311,54748609.15,26,273,14946370298,14957238.08
MI,2008,CARROTS-ALL CLASSES,0.204902035,2023.472278,91489573.9,26,365,33393694474,17549326.64
MI,2008,CUCUMBERS-ALL CLASSES,0.270513625,14002.42817,205976316.3,26,146,30072542180,52161372.65
MI,2008,TOMATOES-ALL CLASSES,0.29642198,2225.819506,117298993.2,26,187,21934911728,32549720.85
MI,2009,BEANS-SNAP,0.310448781,7932.011331,66160994.3,26,273,18061951444,23042196.15
MI,2009,CUCUMBERS-ALL CLASSES,0.314526762,14892.75597,214912078.1,26,146,31377163403,75831616.7
MI,2009,TOMATOES-ALL CLASSES,0.241247521,2185.350061,147508251,26,187,27584042937,39921886.93
MI,2010,BEANS-SNAP,0.355794218,7284.500202,59973993.15,26,273,16372900130,21338400
MI,2010,CUCUMBERS-ALL CLASSES,0.317265129,14285.71429,220944861.6,26,146,32257949794,70098100.04
MI,2010,TOMATOES-ALL CLASSES,0.283073512,2306.758397,124737915.5,26,187,23325990199,35309999.83
MI,2011,BEANS-SNAP,0.42805203,7486.84743,54939115.6,26,273,14998378559,19020014.99
MI,2011,CUCUMBERS-ALL CLASSES,0.324267754,14569.0004,198455748.8,26,146,28974539325,52047524.39
MI,2011,TOMATOES-ALL CLASSES,0.272306109,2387.697289,119204082.6,26,187,22291163446,26253133.25
MI,2012,BEANS-SNAP,0.33428689,8255.766896,70125394.4,26,273,19144232671,18388270.14
MI,2012,TOMATOES-ALL CLASSES,0.259878217,2468.63618,134716946.5,26,187,25192068996,27462389.51
MI,2013,BEANS-SNAP,0.338945781,8255.766896,75613863.5,26,273,20642584736,19815560.69
MI,2013,TOMATOES-ALL CLASSES,0.362737305,2266.288952,124828627.2,26,187,23342953286,35009114.01
MI,2014,TOMATOES-ALL CLASSES,0.229516367,2144.880615,138345689.2,26,187,25870643880,24288969.54
MI,2015,BEANS-SNAP,0.375518869,7648.725212,74207722.4,26,273,20258708215,24210738.75
MI,2015,TOMATOES-ALL CLASSES,0.435263966,2347.227843,121599038.4,26,187,22739020181,45984347.7
NC,1999,CUCUMBERS-ALL CLASSES,0.27765576,9024.686362,99763102.4,37,146,14565412950,42506806.96
NC,2000,CUCUMBERS-ALL CLASSES,0.30115979,10036.4225,120201970,37,146,17549487620,54936683.42
NC,2001,CUCUMBERS-ALL CLASSES,0.301496501,9915.014164,115793052,37,146,16905785592,50786042.41
NC,2002,CUCUMBERS-ALL CLASSES,0.323329525,10117.36139,109996141,37,146,16059436586,54245606.05
NC,2003,CUCUMBERS-ALL CLASSES,0.341433175,9672.197491,107991263.4,37,146,15766724456,49934007.16
NC,2004,CUCUMBERS-ALL CLASSES,0.336204969,9227.03359,91444216.5,37,146,13350855609,37650802.9
NC,2005,CUCUMBERS-ALL CLASSES,0.32880306,8498.583569,86227908,37,146,12589274568,36127865
NC,2006,CUCUMBERS-ALL CLASSES,0.352126895,6475.111291,66904858,37,146,9768109268,30405205.03
NC,2007,CUCUMBERS-ALL CLASSES,0.343894841,7163.091866,71685721.95,37,146,10466115405,25958890.12
NC,2008,CUCUMBERS-ALL CLASSES,0.352593281,6636.989073,71712937.5,37,146,10470088875,23670864.79
NC,2009,CUCUMBERS-ALL CLASSES,0.354893698,6798.866856,94755415.65,37,146,13834290685,37725431.47
NC,2010,CUCUMBERS-ALL CLASSES,0.350571672,6070.416835,63947437.1,37,146,9336325817,22418159.94
NC,2011,CUCUMBERS-ALL CLASSES,0.427805176,5139.619587,65208420.7,37,146,9520429422,22562246.83
NY,1999,CARROTS-ALL CLASSES,0.214070934,789.1541886,33366253.05,36,365,12178682363,10960919.6
NY,2005,SWEET CORN-ALL CLASSES,0.288042762,16511.53379,205350286.4,36,310,63658588784,75372145.16
NY,2006,BEANS-SNAP,0.605600371,11371.9142,88069496.45,36,273,24042972531,68833956.22
NY,2006,SWEET CORN-ALL CLASSES,0.315828784,15823.55322,223747977,36,310,69361872870,91201485.24
NY,2008,BEANS-SNAP,0.714142857,11331.44476,95562840.15,36,273,26088655361,63887622.26
NY,2009,BEANS-SNAP,0.661723433,11088.62809,65017932.95,36,273,17749895695,48266027.94
NY,2010,BEANS-SNAP,0.693946161,12585.99757,107065942.2,36,273,29229002221,74297999.62
NY,2011,BEANS-SNAP,0.998670354,9550.789154,73908331.45,36,273,20176974486,59696405.94
NY,2012,BEANS-SNAP,0.969188132,11938.48644,87715683.5,36,273,23946381596,66685521.67
NY,2013,BEANS-SNAP,0.815469738,11776.60866,81936921.15,36,273,22368779474,51660926.89
NY,2014,BEANS-SNAP,0.781152483,12229.86645,102085497.2,36,273,27869340736,60999976.12
OH,1998,TOMATOES-ALL CLASSES,0.226033915,3763.658438,186734923.7,39,187,34919430723,60931857.52
OH,1999,TOMATOES-ALL CLASSES,0.19164673,4896.802914,239242776.8,39,187,44738399262,70359395.01
OH,2000,TOMATOES-ALL CLASSES,0.179430585,4006.475111,195008431.4,39,187,36466576662,53101125.67
OH,2001,TOMATOES-ALL CLASSES,0.36613051,4896.802914,237646085.3,39,187,44439817942,126574487.9
OH,2002,TOMATOES-ALL CLASSES,0.408175905,5261.027924,248187548.4,39,187,46411071541,154514452.2
OH,2003,TOMATOES-ALL CLASSES,0.292857186,4977.741805,209586892.8,39,187,39192748954,83123167.45
OH,2004,TOMATOES-ALL CLASSES,0.30067238,5220.558478,211029319.4,39,187,39462482728,77705221.65
OH,2005,TOMATOES-ALL CLASSES,0.348014094,5018.211251,256306870.8,39,187,47929384840,113662100.5
OH,2006,TOMATOES-ALL CLASSES,0.521176232,5220.558478,241147817.7,39,187,45094641910,162203052.7
OH,2007,TOMATOES-ALL CLASSES,0.28255886,3601.780656,184330888.7,39,187,34469876178,54844722.35
OH,2008,TOMATOES-ALL CLASSES,0.377256484,3561.31121,153287013.3,39,187,28664671487,54135812.01
OH,2009,TOMATOES-ALL CLASSES,0.2868676,3885.066775,229263743.1,39,187,42872319960,73781718.38
OH,2010,TOMATOES-ALL CLASSES,0.248144341,3520.841764,179159926.5,39,187,33502906256,44457521.81
OH,2011,TOMATOES-ALL CLASSES,0.308823219,3237.555645,143235407.9,39,187,26785021277,35776097.41
OH,2012,TOMATOES-ALL CLASSES,0.271414599,3358.963982,161342831,39,187,30171109397,34350185.85
OH,2013,TOMATOES-ALL CLASSES,0.376221372,3439.902873,165788029,39,187,31002361423,48224899.9
OH,2014,TOMATOES-ALL CLASSES,0.284242194,3237.555645,182979166.8,39,187,34217104192,39785057.57
OH,2015,TOMATOES-ALL CLASSES,0.441448353,3318.494537,136975818.9,39,187,25614478125,52535271.53
OR,2005,SWEET CORN-ALL CLASSES,0.125416969,11169.56698,236058582.5,41,310,73178160560,37725472.99
OR,2006,SWEET CORN-ALL CLASSES,0.12497703,12343.1809,250936415.4,41,310,77790288774,40474824.67
OR,2007,SWEET CORN-ALL CLASSES,0.137947602,10724.40308,215900932.4,41,310,66929289044,31361474.29
OR,2008,SWEET CORN-ALL CLASSES,0.188626471,9186.564144,185120146.4,41,310,57387245369,32688794.53
OR,2009,SWEET CORN-ALL CLASSES,0.160802817,11695.66977,233282605.6,41,310,72317607736,42083116.69
OR,2010,SWEET CORN-ALL CLASSES,0.131201416,9753.136382,196224101.2,41,310,60829471357,25744880.01
OR,2014,SWEET CORN-ALL CLASSES,0.193662937,11371.9142,232674772.8,41,310,72129179568,34468756.21
OR,2015,SWEET CORN-ALL CLASSES,0.238344637,11371.9142,236512139.3,41,310,73318763168,48976302.53
PA,1998,TOMATOES-ALL CLASSES,0.300883437,2306.758397,54612510.6,42,187,10212539482,23721147.06
PA,1999,TOMATOES-ALL CLASSES,0.312174635,2104.41117,54431071.5,42,187,10178610371,26075121.76
PA,2000,TOMATOES-ALL CLASSES,0.368510503,2185.350061,76711521.6,42,187,14345054539,42900695.57
PA,2005,SWEET CORN-ALL CLASSES,0.581309891,6798.866856,48924439.75,42,310,15166576323,36240332.26
SC,1999,CUCUMBERS-ALL CLASSES,0.383050776,1456.90004,9951813.75,45,146,1452964808,5849792.145
SC,2000,CUCUMBERS-ALL CLASSES,0.36868851,1902.063942,12119987.1,45,146,1769518117,6781341.688
SC,2001,CUCUMBERS-ALL CLASSES,0.262250651,2104.41117,26734728.65,45,146,3903270383,10199337.16
SC,2002,CUCUMBERS-ALL CLASSES,0.404978229,2306.758397,25519100.05,45,146,3725788607,15762996.69
SC,2003,CUCUMBERS-ALL CLASSES,0.374850841,2387.697289,26172276.8,45,146,3821152413,13286239.42
SC,2004,CUCUMBERS-ALL CLASSES,0.333734282,2428.166734,31570026,45,146,4609223796,12902968.34
SC,2005,CUCUMBERS-ALL CLASSES,0.308685189,2347.227843,18415849.55,45,146,2688714034,7243794.926
SC,2006,CUCUMBERS-ALL CLASSES,0.38366576,1780.655605,18905726.6,45,146,2760236084,9361328.854
SC,2007,CUCUMBERS-ALL CLASSES,0.365614655,1456.90004,13607769.6,45,146,1986734362,5238878.646
SC,2008,CUCUMBERS-ALL CLASSES,0.370970296,1497.369486,24766133.7,45,146,3615855520,8600821.404
SC,2009,CUCUMBERS-ALL CLASSES,0.384254344,1497.369486,28621667.2,45,146,4178763411,12338023.72
SC,2010,CUCUMBERS-ALL CLASSES,0.436657711,1375.961149,16873628.4,45,146,2463549746,7367999.951
SC,2011,CUCUMBERS-ALL CLASSES,0.486934294,1497.369486,20865238,45,146,3046324748,8217246.86
TX,1999,CARROTS-ALL CLASSES,0.449438366,2832.86119,71776426.2,48,365,26198395563,49503262.59
TX,1999,CUCUMBERS-ALL CLASSES,0.392978664,4613.516795,56989353.6,48,146,8320445626,34367231.78
TX,2000,CARROTS-ALL CLASSES,0.223659466,2711.452853,70125356.8,48,365,25595755232,23802152.58
TX,2000,CUCUMBERS-ALL CLASSES,0.461957193,3278.025091,42619533.3,48,146,6222451862,29878878.35
TX,2001,CARROTS-ALL CLASSES,0.330014998,2225.819506,81610314.6,48,365,29787764829,39179448.89
TX,2001,CUCUMBERS-ALL CLASSES,0.42030429,5180.089033,67040952.6,48,146,9787979080,40990535.65
TX,2002,CARROTS-ALL CLASSES,0.246723888,1659.247268,49867935.45,48,365,18201796439,18766113.61
TX,2002,CUCUMBERS-ALL CLASSES,0.498529197,5180.089033,70306815,48,146,10264794990,53460101.02
TX,2003,CARROTS-ALL CLASSES,0.294523876,1416.430595,48534367.05,48,365,17715043973,19358511.33
TX,2003,CUCUMBERS-ALL CLASSES,0.456579237,3804.127883,53070306.4,48,146,7748264734,32814805.4
TX,2004,CARROTS-ALL CLASSES,0.443115564,1173.613921,43145683.4,48,365,15748174441,23413601.78
TX,2004,CUCUMBERS-ALL CLASSES,0.480161322,3278.025091,53750685,48,146,7847600010,31607128.91
TX,2005,CARROTS-ALL CLASSES,0.490413619,1254.552813,42546942,48,365,15529633830,26588232.68
TX,2005,CUCUMBERS-ALL CLASSES,0.299175569,3439.902873,36994999.4,48,146,5401269912,14103527.44
TX,2006,CARROTS-ALL CLASSES,0.326906254,1092.67503,39553235,48,365,14436930775,16687693.87
TX,2006,CUCUMBERS-ALL CLASSES,0.475898504,3763.658438,33339041.6,48,146,4867500074,20476632.51
TX,2007,CUCUMBERS-ALL CLASSES,0.528499644,3197.0862,28930123.6,48,146,4223798046,16099885.39
TX,2008,CUCUMBERS-ALL CLASSES,0.561186083,3399.433428,38283201.8,48,146,5589347463,20112114.13
TX,2009,CUCUMBERS-ALL CLASSES,0.567497622,3278.025091,40233648.9,48,146,5874112739,25614468.86
TX,2010,CUCUMBERS-ALL CLASSES,0.555384847,2590.044516,36886134.3,48,146,5385375608,20486000.04
TX,2011,CUCUMBERS-ALL CLASSES,0.367078251,1780.655605,21028540.8,48,146,3070166957,6243101.858
WA,1999,CARROTS-ALL CLASSES,0.135692352,3885.066775,231332123,53,365,84436224895,48169613.66
WA,2000,CARROTS-ALL CLASSES,0.14971392,3237.555645,199580640,53,365,72846933600,45345527.44
WA,2005,SWEET CORN-ALL CLASSES,0.093477416,34399.02873,744490413.6,53,310,2.30792E+11,88679738.88
WA,2006,SWEET CORN-ALL CLASSES,0.102367682,34479.96762,774862947.9,53,310,2.40208E+11,102371448.9
WA,2007,SWEET CORN-ALL CLASSES,0.120731284,36827.19547,838656175,53,310,2.59983E+11,106618253.7
WA,2008,SWEET CORN-ALL CLASSES,0.212843213,30473.49251,663823468.7,53,310,2.05785E+11,132268061.3
WA,2009,SWEET CORN-ALL CLASSES,0.200123281,37717.52327,866461357.3,53,310,2.68603E+11,194526467.6
WA,2010,SWEET CORN-ALL CLASSES,0.20784747,32011.33144,705590227.8,53,310,2.18733E+11,146655143.4
WA,2011,SWEET CORN-ALL CLASSES,0.205656045,34115.74261,795782586.3,53,310,2.46693E+11,132363591.1
WA,2012,SWEET CORN-ALL CLASSES,0.180979491,39255.3622,856591204.2,53,310,2.65543E+11,121604371
WA,2013,SWEET CORN-ALL CLASSES,0.221736609,30918.65641,668341237.8,53,310,2.07186E+11,114580408
WA,2014,SWEET CORN-ALL CLASSES,0.174270262,32739.78146,710733997.4,53,310,2.20328E+11,94745844.9
WA,2015,SWEET CORN-ALL CLASSES,0.242814946,42128.69284,811286301.6,53,310,2.51499E+11,171149932.8
WI,2005,SWEET CORN-ALL CLASSES,0.088327348,40024.28167,644309972.6,55,310,1.99736E+11,72518471.3
WI,2006,SWEET CORN-ALL CLASSES,0.094359106,36341.56212,583102199.1,55,310,1.80762E+11,71010011.16
WI,2007,SWEET CORN-ALL CLASSES,0.117276442,36584.37879,550860847.2,55,310,1.70767E+11,68026869.01
WI,2008,SWEET CORN-ALL CLASSES,0.155415643,38203.15662,615769935.3,55,310,1.90889E+11,89589227
WI,2009,SWEET CORN-ALL CLASSES,0.121948282,37231.88992,629341423,55,310,1.95096E+11,86098164.02
WI,2010,SWEET CORN-ALL CLASSES,0.097776626,33872.92594,571961973.3,55,310,1.77308E+11,55924512.1
WI,2011,SWEET CORN-ALL CLASSES,0.136409223,32456.49535,565067365.7,55,310,1.75171E+11,62341405.62
WI,2012,SWEET CORN-ALL CLASSES,0.142084661,31606.63699,552602648.1,55,310,1.71307E+11,61589456.57
WI,2013,SWEET CORN-ALL CLASSES,0.182415027,28611.89802,548992053.4,55,310,1.70188E+11,77428594.18
WI,2014,SWEET CORN-ALL CLASSES,0.122033995,28045.32578,509620226,55,310,1.57982E+11,47572643.43
WI,2015,SWEET CORN-ALL CLASSES,0.122366041,26062.32295,466365641,55,310,1.44573E+11,49580925.65
AL,1981,CORN-ALL CLASSES-GRAIN,0.106294191,214488.0615,740444980,1,3650,2.70262E+12,112970105.1
AL,1981,COTTON-UPLAND,1.23260788,150546.3375,91862985.6,1,NA,NA,162527443.3
AL,1981,HAY-ALL CLASSES,0.066689816,259004.4516,1045077120,1,NA,NA,100038935.8
AL,1981,OATS-ALL CLASSES,0.144677919,16187.77823,34255400,1,3890,1.33254E+11,7113650.156
AL,1981,PEANUTS-ALL CLASSES,NA,89842.16916,273344082.3,1,5670,1.54986E+12,NA
AL,1981,POTATOES-ALL CLASSES,0.242508684,5301.497369,94573932,1,578,54663732696,32920009.2
AL,1981,SORGHUM-ALL CLASSES-GRAIN,0.099208098,23472.27843,54510975.2,1,3290,1.79341E+11,7762333.228
AL,1981,SOYBEANS-ALL CLASSES,0.223402103,817482.8005,1264432130,1,4460,5.63937E+12,405456239.6
AL,1981,SWEET POTATOES-ALL CLASSES,0.381400021,2185.350061,28168063.2,1,619,17436031121,15420516.02
AL,1981,WHEAT-ALL CLASSES,0.121254431,228652.3675,676577330,1,3338,2.25842E+12,117754162.4
AL,1982,CORN-ALL CLASSES-GRAIN,0.106294191,153783.8932,637062096,1,3650,2.32528E+12,102251160.5
AL,1982,COTTON-UPLAND,1.305373641,115337.9199,100135008,1,NA,NA,197377536
AL,1982,HAY-ALL CLASSES,0.065036349,263051.3962,1120373475,1,NA,NA,110026150.5
AL,1982,OATS-ALL CLASSES,0.134343782,16187.77823,30191200,1,3890,1.17444E+11,6124559.971
AL,1982,PEANUTS-ALL CLASSES,0.544640691,71630.91866,236800246.5,1,5670,1.34266E+12,194746285.5
AL,1982,POTATOES-ALL CLASSES,0.194006947,5180.089033,90899836.8,1,578,52540105670,26629151.76
