SUMLEV,REGION,DIVISION,STATE,COUNTY,STNAME,CTYNAME,ESTIMATESBASE2020,POPESTIMATE2020,POPESTIMATE2021,NPOPCHG2020,NPOPCHG2021,BIRTHS2020,BIRTHS2021,DEATHS2020,DEATHS2021,NATURALCHG2020,NATURALCHG2021,INTERNATIONALMIG2020,INTERNATIONALMIG2021,DOMESTICMIG2020,DOMESTICMIG2021,NETMIG2020,NETMIG2021,RESIDUAL2020,RESIDUAL2021,GQESTIMATESBASE2020,GQESTIMATES2020,GQESTIMATES2021,RBIRTH2021,RDEATH2021,RNATURALCHG2021,RINTERNATIONALMIG2021,RDOMESTICMIG2021,RNETMIG2021
50,2,3,26,35,Michigan,Clare County,30856,30822,31065,-34,243,83,312,119,564,-36,-252,0,0,6,499,6,499,-4,-4,335,335,335,10.08289302,18.22676814,-8.143875127,0,16.12616543,16.12616543
50,2,3,26,37,Michigan,Clinton County,79128,79128,79426,0,298,201,734,186,761,15,-27,-1,11,-13,303,-14,314,-1,11,514,514,514,9.258675278,9.599253251,-0.340577973,0.138753989,3.822041702,3.960795691
50,2,3,26,39,Michigan,Crawford County,12988,12965,13204,-23,239,21,111,54,239,-33,-128,0,0,12,372,12,372,-2,-5,99,99,99,8.483319959,18.26588712,-9.78256716,0,28.43058581,28.43058581
50,2,3,26,41,Michigan,Delta County,36903,36842,36826,-61,-16,85,308,141,529,-56,-221,0,-1,0,204,0,203,-5,2,610,610,610,8.361839605,14.36173101,-5.999891405,-0.02714883,5.538361297,5.511212467
50,2,3,26,43,Michigan,Dickinson County,25947,25886,25787,-61,-99,60,206,80,350,-20,-144,0,3,-38,39,-38,42,-3,3,405,405,405,7.973216186,13.54672653,-5.573510344,0.116114799,1.509492385,1.625607184
50,2,3,26,45,Michigan,Eaton County,109175,109106,108944,-69,-162,268,1032,297,1296,-29,-264,0,36,-34,45,-34,81,-6,21,1648,1648,1648,9.465718872,11.88718184,-2.421462967,0.330199496,0.412749369,0.742948865
50,2,3,26,47,Michigan,Emmet County,34112,34090,34225,-22,135,72,240,106,434,-34,-194,0,1,17,328,17,329,-5,0,469,469,469,7.026275342,12.70584791,-5.679572568,0.029276147,9.602576301,9.631852448
50,2,3,26,49,Michigan,Genesee County,406211,405648,404208,-563,-1440,1071,4387,1477,5581,-406,-1194,-1,52,-145,-383,-146,-331,-11,85,5412,5412,5412,10.83402481,13.78269717,-2.948672357,0.128417892,-0.945847163,-0.817429271
50,2,3,26,51,Michigan,Gladwin County,25386,25369,25485,-17,116,48,232,99,445,-51,-213,0,0,37,332,37,332,-3,-3,231,231,231,9.124159358,17.50108153,-8.376922169,0,13.05698667,13.05698667
50,2,3,26,53,Michigan,Gogebic County,14380,14315,14361,-65,46,21,116,73,232,-52,-116,0,0,-10,164,-10,164,-3,-2,355,355,355,8.090389176,16.18077835,-8.090389176,0,11.43813642,11.43813642
50,2,3,26,55,Michigan,Grand Traverse County,95238,95315,95860,77,545,176,816,251,1079,-75,-263,0,18,158,786,158,804,-6,4,1439,1439,1439,8.536681051,11.28808683,-2.75140578,0.188309141,8.222832483,8.411141624
50,2,3,26,57,Michigan,Gratiot County,41761,41662,41544,-99,-118,103,393,154,557,-51,-164,0,3,-47,34,-47,37,-1,9,5525,5525,5525,9.446434151,13.38845756,-3.942023412,0.072110184,0.817248756,0.889358941
50,2,3,26,59,Michigan,Hillsdale County,45746,45677,45546,-69,-131,122,440,189,601,-67,-161,0,-1,2,23,2,22,-4,8,1607,1607,1607,9.64668998,13.17650154,-3.529811561,-0.021924295,0.504258794,0.482334499
50,2,3,26,61,Michigan,Houghton County,37361,37160,37313,-201,153,77,311,139,404,-62,-93,-1,12,-138,231,-139,243,0,3,2883,2883,2883,8.352020195,10.84956964,-2.497549447,0.322264445,6.203590563,6.525855008
50,2,3,26,63,Michigan,Huron County,31407,31351,31252,-56,-99,77,254,123,522,-46,-268,0,4,-6,163,-6,167,-4,2,486,486,486,8.114627095,16.6765171,-8.561890005,0.127789403,5.207418175,5.335207578
50,2,3,26,65,Michigan,Ingham County,284900,284520,284034,-380,-486,773,2937,710,2705,63,232,10,326,-463,-1097,-453,-771,10,53,16743,16743,16743,10.33147247,9.515367054,0.816105418,1.146768821,-3.858912258,-2.712143438
50,2,3,26,67,Michigan,Ionia County,66804,66861,67197,57,336,172,666,142,668,30,-2,0,7,27,321,27,328,0,10,5171,5171,5171,9.935997852,9.965835683,-0.029837831,0.10443241,4.788971938,4.893404347
50,2,3,26,69,Michigan,Iosco County,25237,25191,25369,-46,178,68,234,122,492,-54,-258,0,4,13,438,13,442,-5,-6,342,342,342,9.256329114,19.46202532,-10.2056962,0.158227848,17.32594937,17.48417722
50,2,3,26,71,Michigan,Iron County,11631,11637,11635,6,-2,30,97,55,221,-25,-124,0,0,34,122,34,122,-3,0,346,346,346,8.336198006,18.99278102,-10.65658302,0,10.48470265,10.48470265
50,2,3,26,73,Michigan,Isabella County,64394,64488,64813,94,325,133,598,113,583,20,15,-1,22,74,278,73,300,1,10,4205,4205,4205,9.249735114,9.017718347,0.232016767,0.340291258,4.300044083,4.640335342
50,2,3,26,75,Michigan,Jackson County,160366,160200,160050,-166,-150,437,1575,477,2025,-40,-450,0,15,-121,254,-121,269,-5,31,7734,7734,7734,9.836065574,12.64637002,-2.81030445,0.093676815,1.586260734,1.679937549
50,2,3,26,77,Michigan,Kalamazoo County,261670,261629,261108,-41,-521,746,2901,699,2650,47,251,6,161,-96,-973,-90,-812,2,40,7704,7704,7704,11.09927172,10.13894176,0.960329956,0.615988537,-3.722713334,-3.106724797
50,2,3,26,79,Michigan,Kalkaska County,17939,17925,17979,-14,54,56,162,70,235,-14,-73,0,0,1,127,1,127,-1,0,101,101,101,9.024064171,13.09046346,-4.066399287,0,7.074420677,7.074420677
50,2,3,26,81,Michigan,Kent County,657974,658040,658046,66,6,2093,7808,1538,5820,555,1988,17,379,-520,-2472,-503,-2093,14,111,10882,10882,10882,11.86548599,8.844406825,3.02107917,0.575950204,-3.756593414,-3.18064321
50,2,3,26,83,Michigan,Keweenaw County,2046,2055,2107,9,52,4,13,6,22,-2,-9,0,0,12,61,12,61,-1,0,9,9,9,6.246996636,10.57184046,-4.324843825,0,29.31283037,29.31283037
50,2,3,26,85,Michigan,Lake County,12096,12099,12308,3,209,30,94,45,209,-15,-115,0,1,22,327,22,328,-4,-4,105,105,105,7.702708239,17.12623428,-9.423526038,0.081943705,26.79559143,26.87753513
50,2,3,26,87,Michigan,Lapeer County,88619,88528,88513,-91,-15,188,765,283,1090,-95,-325,0,23,8,278,8,301,-4,9,1414,1414,1414,8.642065962,12.31353189,-3.671465932,0.25982682,3.140515474,3.400342294
50,2,3,26,89,Michigan,Leelanau County,22301,22302,22623,1,321,35,152,68,284,-33,-132,0,5,38,455,38,460,-4,-7,262,262,262,6.766833612,12.64329438,-5.876460768,0.222593211,20.25598219,20.4785754
50,2,3,26,91,Michigan,Lenawee County,99423,99214,98956,-209,-258,227,945,324,1270,-97,-325,0,31,-108,15,-108,46,-4,21,4912,4912,4912,9.537265984,12.8172781,-3.280012111,0.312862694,0.151385174,0.464247868
50,2,3,26,93,Michigan,Livingston County,193866,193973,195014,107,1041,470,1659,428,1929,42,-270,0,19,73,1277,73,1296,-8,15,1314,1314,1314,8.529848041,9.918069241,-1.3882212,0.09768964,6.565772121,6.663461761
50,2,3,26,95,Michigan,Luce County,5339,5325,5309,-14,-16,15,50,30,90,-15,-40,0,0,2,23,2,23,-1,1,887,887,887,9.403799135,16.92683844,-7.523039308,0,4.325747602,4.325747602
50,2,3,26,97,Michigan,Mackinac County,10834,10830,10906,-4,76,27,83,48,181,-21,-98,0,6,20,171,20,177,-3,-3,76,76,76,7.637099742,16.65439823,-9.017298491,0.552079499,15.73426573,16.28634523
50,2,3,26,99,Michigan,Macomb County,881217,880349,876792,-868,-3557,2265,8715,2671,10526,-406,-1811,34,250,-476,-2167,-442,-1917,-20,171,7114,7114,7114,9.919522679,11.98082567,-2.061302992,0.284553146,-2.466506672,-2.181953526
50,2,3,26,101,Michigan,Manistee County,25032,25063,25350,31,287,55,180,91,372,-36,-192,0,9,71,476,71,485,-4,-6,1284,1284,1284,7.141015214,14.75809811,-7.617082895,0.357050761,18.88401801,19.24106877
50,2,3,26,103,Michigan,Marquette County,66017,65931,66103,-86,172,141,505,196,794,-55,-289,0,6,-27,451,-27,457,-4,4,3767,3767,3767,7.649544814,12.02720511,-4.3776603,0.090885681,6.831573686,6.922459367
50,2,3,26,105,Michigan,Mason County,29052,29064,29383,12,319,72,257,79,412,-7,-155,0,2,22,477,22,479,-3,-5,362,362,362,8.794292265,14.09824285,-5.303950588,0.068438072,16.3224802,16.39091827
50,2,3,26,107,Michigan,Mecosta County,39714,39781,40031,67,250,105,381,103,476,2,-95,1,1,65,343,66,344,-1,1,2910,2910,2910,9.547436476,11.92803087,-2.380594397,0.025058888,8.595198717,8.620257605
50,2,3,26,109,Michigan,Menominee County,23502,23423,23299,-79,-124,36,191,87,311,-51,-120,0,0,-25,-6,-25,-6,-3,2,359,359,359,8.176019862,13.31278627,-5.136766406,0,-0.25683832,-0.25683832
50,2,3,26,111,Michigan,Midland County,83494,83476,83457,-18,-19,206,855,207,900,-1,-45,0,30,-13,-17,-13,13,-4,13,1185,1185,1185,10.24363068,10.78276914,-0.539138457,0.359425638,-0.203674528,0.15575111
50,2,3,26,113,Michigan,Missaukee County,15052,15067,15130,15,63,38,144,38,224,0,-80,0,1,16,141,16,142,-1,1,150,150,150,9.537371262,14.83591085,-5.29853959,0.066231745,9.338676027,9.404907772
50,2,3,26,115,Michigan,Monroe County,154809,154796,155274,-13,478,364,1453,456,1834,-92,-381,0,15,88,831,88,846,-9,13,1405,1405,1405,9.372077273,11.82958687,-2.457509595,0.096752346,5.360079982,5.456832328
50,2,3,26,117,Michigan,Montcalm County,66614,66515,67220,-99,705,158,626,212,786,-54,-160,0,2,-43,868,-43,870,-2,-5,2983,2983,2983,9.361797585,11.7545893,-2.392791715,0.029909896,12.98089505,13.01080495
50,2,3,26,119,Michigan,Montmorency County,9153,9155,9297,2,142,12,75,41,178,-29,-103,0,0,33,249,33,249,-2,-4,106,106,106,8.129200087,19.29330154,-11.16410145,0,26.98894429,26.98894429
50,2,3,26,121,Michigan,Muskegon County,175824,175817,176511,-7,694,464,1874,496,2180,-32,-306,0,24,29,956,29,980,-4,20,4568,4568,4568,10.63781476,12.37483254,-1.737017779,0.136236689,5.426761427,5.562998115
50,2,3,26,123,Michigan,Newaygo County,49978,50042,50296,64,254,131,491,165,620,-34,-129,1,2,100,378,101,380,-3,3,509,509,509,9.78692021,12.35822919,-2.571308976,0.039865255,7.534533278,7.574398533
50,2,3,26,125,Michigan,Oakland County,1274395,1272408,1270017,-1987,-2391,3179,12316,3257,13259,-78,-943,110,1150,-2001,-2855,-1891,-1705,-18,257,13629,13629,13629,9.688388055,10.43019951,-0.74181146,0.904648121,-2.245887293,-1.341239171
50,2,3,26,127,Michigan,Oceana County,26659,26688,26815,29,127,66,231,92,314,-26,-83,1,42,55,168,56,210,-1,0,239,239,239,8.635029811,11.73765957,-3.102629759,1.57000542,6.280021681,7.850027101
50,2,3,26,129,Michigan,Ogemaw County,20770,20740,20726,-30,-14,44,178,101,351,-57,-173,0,4,30,155,30,159,-3,0,184,184,184,8.585347031,16.92953263,-8.344185598,0.192929147,7.476004437,7.668933584
50,2,3,26,131,Michigan,Ontonagon County,5816,5804,5868,-12,64,7,24,28,114,-21,-90,0,1,10,156,10,157,-1,-3,75,75,75,4.112405757,19.53392735,-15.42152159,0.17135024,26.73063742,26.90198766
50,2,3,26,133,Michigan,Osceola County,22891,22887,23105,-4,218,55,243,72,318,-17,-75,0,1,14,295,14,296,-1,-3,366,366,366,10.56705514,13.82849191,-3.261436772,0.043485824,12.82831797,12.87180379
50,2,3,26,135,Michigan,Oscoda County,8219,8234,8311,15,77,22,58,25,147,-3,-89,0,0,19,169,19,169,-1,-3,40,40,40,7.011181626,17.76971895,-10.75853732,0,20.42913267,20.42913267
50,2,3,26,137,Michigan,Otsego County,25091,25102,25289,11,187,66,240,102,333,-36,-93,0,1,49,280,49,281,-2,-1,313,313,313,9.525510508,13.21664583,-3.691135322,0.039689627,11.11309559,11.15278522
50,2,3,26,139,Michigan,Ottawa County,296200,296787,299157,587,2370,817,3111,669,2499,148,612,14,122,425,1593,439,1715,0,43,8910,8910,8910,10.44057831,8.386694052,2.053884258,0.409434444,5.346139906,5.755574349
50,2,3,26,141,Michigan,Presque Isle County,12982,12979,13093,-3,114,14,67,57,223,-43,-156,0,0,43,274,43,274,-3,-4,210,210,210,5.139613378,17.10647438,-11.966861,0,21.0187174,21.0187174
50,2,3,26,143,Michigan,Roscommon County,23459,23432,23633,-27,201,41,141,123,461,-82,-320,0,1,60,530,60,531,-5,-10,200,200,200,5.991713588,19.58992882,-13.59821523,0.042494423,22.52204398,22.5645384
50,2,3,26,145,Michigan,Saginaw County,190124,189831,189591,-293,-240,502,2021,650,2545,-148,-524,-1,31,-135,227,-136,258,-9,26,6486,6486,6486,10.65304595,13.41514198,-2.76209603,0.163406445,1.196556868,1.359963313
50,2,3,26,147,Michigan,St. Clair County,160383,160265,160053,-118,-212,383,1458,558,2192,-175,-734,0,16,67,483,67,499,-10,23,1883,1883,1883,9.103453443,13.68639914,-4.582945698,0.099900724,3.015753095,3.115653819
50,2,3,26,149,Michigan,St. Joseph County,60939,60902,60758,-37,-144,190,694,193,779,-3,-85,1,17,-34,-88,-33,-71,-1,12,669,669,669,11.40884432,12.80618116,-1.39733684,0.279467368,-1.446654611,-1.167187243
50,2,3,26,151,Michigan,Sanilac County,40611,40506,40506,-105,0,106,380,120,602,-14,-222,0,12,-87,209,-87,221,-4,1,474,474,474,9.381326223,14.86199575,-5.48066953,0.296252407,5.159729423,5.45598183
50,2,3,26,153,Michigan,Schoolcraft County,8047,8041,8030,-6,-11,15,48,39,117,-24,-69,0,0,20,57,20,57,-2,1,110,110,110,5.973492627,14.56038828,-8.586895651,0,7.093522494,7.093522494
50,2,3,26,155,Michigan,Shiawassee County,68094,67983,67877,-111,-106,155,664,211,898,-56,-234,0,2,-51,114,-51,116,-4,12,756,756,756,9.774768144,13.21949065,-3.444722508,0.029442073,1.678198145,1.707640218
50,2,3,26,157,Michigan,Tuscola County,53323,53274,52917,-49,-357,119,484,189,802,-70,-318,0,2,26,-51,26,-49,-5,10,1030,1030,1030,9.115650102,15.10485823,-5.989208125,0.037667976,-0.960533379,-0.922865403
50,2,3,26,159,Michigan,Van Buren County,75587,75556,75658,-31,102,227,819,242,925,-15,-106,2,21,-14,175,-12,196,-4,12,765,765,765,10.83233034,12.23431693,-1.401986589,0.27775206,2.3146005,2.59235256
50,2,3,26,161,Michigan,Washtenaw County,372258,371656,369390,-602,-2266,895,3367,745,3020,150,347,15,375,-779,-3019,-764,-2644,12,31,21007,21007,21007,9.087155183,8.150641121,0.936514063,1.012082921,-8.147942233,-7.135859312
50,2,3,26,163,Michigan,Wayne County,1793561,1790225,1774816,-3336,-15409,5466,21470,5519,21853,-53,-383,87,701,-3390,-15857,-3303,-15156,20,130,22540,22540,22540,12.04474226,12.25960655,-0.214864289,0.393263359,-8.895830371,-8.502567011
50,2,3,26,165,Michigan,Wexford County,33673,33676,33901,3,225,90,372,106,408,-16,-36,0,1,21,259,21,260,-2,1,315,315,315,11.00966305,12.07511431,-1.065451263,0.029595868,7.66532992,7.694925788
40,2,4,27,0,Minnesota,Minnesota,5706494,5707165,5707390,671,225,16428,63065,13403,53578,3025,9487,171,4042,-2494,-13453,-2323,-9411,-31,149,123948,123948,123948,11.04992705,9.387663382,1.662263663,0.708218586,-2.357165917,-1.648947331
50,2,4,27,1,Minnesota,Aitkin County,15697,15693,15887,-4,194,32,95,68,285,-36,-190,0,1,36,390,36,391,-4,-7,211,211,211,6.016466118,18.04939835,-12.03293224,0.063331222,24.69917669,24.76250792
50,2,4,27,3,Minnesota,Anoka County,363887,364299,367018,412,2719,1054,3966,722,2825,332,1141,0,202,75,1326,75,1528,5,50,2826,2826,2826,10.84618572,7.725787859,3.120397858,0.552428017,3.626334408,4.178762425
50,2,4,27,5,Minnesota,Becker County,35183,35147,35219,-36,72,79,365,106,472,-27,-107,0,3,-6,173,-6,176,-3,3,411,411,411,10.37432851,13.41557002,-3.041241509,0.085268454,4.917147486,5.00241594
50,2,4,27,7,Minnesota,Beltrami County,46228,46230,46380,2,150,163,604,155,551,8,53,0,5,-6,83,-6,88,0,9,1785,1785,1785,13.04394774,11.89936292,1.144584818,0.1079797,1.792463017,1.900442717
50,2,4,27,9,Minnesota,Benton County,41379,41338,41459,-41,121,127,486,113,449,14,37,0,37,-57,38,-57,75,2,9,964,964,964,11.73955578,10.84580359,0.893752189,0.893752189,0.917907654,1.811659843
50,2,4,27,11,Minnesota,Big Stone County,5166,5147,5145,-19,-2,15,56,24,80,-9,-24,0,0,-10,22,-10,22,0,0,132,132,132,10.88223863,15.54605519,-4.663816557,0,4.275165177,4.275165177
50,2,4,27,13,Minnesota,Blue Earth County,69112,69173,69280,61,107,201,684,151,538,50,146,0,69,10,-122,10,-53,1,14,4126,4126,4126,9.880609304,7.771590359,2.109018945,0.996728132,-1.762330899,-0.765602768
50,2,4,27,15,Minnesota,Brown County,25912,25885,25819,-27,-66,67,230,73,335,-6,-105,0,3,-19,33,-19,36,-2,3,1109,1109,1109,8.896797153,12.95837846,-4.061581309,0.11604518,1.276496983,1.392542163
50,2,4,27,17,Minnesota,Carlton County,36207,36156,36409,-51,253,98,355,117,430,-19,-75,0,2,-31,324,-31,326,-1,2,1939,1939,1939,9.784331289,11.85144353,-2.067112244,0.055122993,8.929924895,8.985047888
50,2,4,27,19,Minnesota,Carver County,106922,107286,108626,364,1340,281,1098,142,718,139,380,-2,17,224,932,222,949,3,11,778,778,778,10.17081033,6.650857757,3.519952573,0.157471563,8.633146838,8.7906184
50,2,4,27,21,Minnesota,Cass County,30066,30125,30639,59,514,63,279,95,389,-32,-110,0,0,95,632,95,632,-4,-8,185,185,185,9.183068922,12.80363373,-3.620564808,0,20.80179053,20.80179053
50,2,4,27,23,Minnesota,Chippewa County,12598,12593,12357,-5,-236,37,136,37,166,0,-30,0,11,-5,-213,-5,-202,0,-4,232,232,232,10.90180361,13.30661323,-2.404809619,0.881763527,-17.0741483,-16.19238477
50,2,4,27,25,Minnesota,Chisago County,56621,56670,57469,49,799,161,551,135,487,26,64,0,9,24,726,24,735,-1,0,1575,1575,1575,9.654894471,8.533454823,1.121439648,0.157702451,12.72133101,12.87903346
50,2,4,27,27,Minnesota,Clay County,65318,65351,65574,33,223,218,801,120,587,98,214,-2,47,-68,-50,-70,-3,5,12,2877,2877,2877,12.23601299,8.96696582,3.269047164,0.717968303,-0.763796066,-0.045827764
50,2,4,27,29,Minnesota,Clearwater County,8524,8580,8576,56,-4,38,96,20,120,18,-24,0,1,38,19,38,20,0,0,69,69,69,11.19141991,13.98927489,-2.797854978,0.116577291,2.214968524,2.331545815
50,2,4,27,31,Minnesota,Cook County,5600,5592,5617,-8,25,9,28,17,53,-8,-25,0,4,0,48,0,52,0,-2,48,48,48,4.995985369,9.456686591,-4.460701222,0.713712196,8.564546347,9.278258542
50,2,4,27,33,Minnesota,Cottonwood County,11517,11489,11569,-28,80,29,134,61,163,-32,-29,0,2,5,108,5,110,-1,-1,221,221,221,11.62286408,14.13826004,-2.515395958,0.173475583,9.367681499,9.541157082
50,2,4,27,35,Minnesota,Crow Wing County,66123,66236,67270,113,1034,175,628,191,795,-16,-167,0,6,135,1207,135,1213,-6,-12,668,668,668,9.407816877,11.9095771,-2.501760221,0.089883601,18.08158435,18.17146795
50,2,4,27,37,Minnesota,Dakota County,439882,440317,442038,435,1721,1268,4940,786,3452,482,1488,3,236,-56,-85,-53,151,6,82,2696,2696,2696,11.19730721,7.824515076,3.37279213,0.534932085,-0.192666217,0.342265868
50,2,4,27,39,Minnesota,Dodge County,20867,20861,20935,-6,74,63,236,49,137,14,99,0,2,-22,-30,-22,-28,2,3,100,100,100,11.29294669,6.555651259,4.737295435,0.095702938,-1.435544071,-1.339841133
50,2,4,27,41,Minnesota,Douglas County,39006,39079,39238,73,159,121,391,124,512,-3,-121,0,3,79,274,79,277,-3,3,474,474,474,9.985060715,13.07506672,-3.090006001,0.076611719,6.997203672,7.073815391
50,2,4,27,43,Minnesota,Faribault County,13921,13888,13909,-33,21,32,132,50,192,-18,-60,0,0,-15,81,-15,81,0,0,305,305,305,9.49742778,13.81444041,-4.317012627,0,5.827967047,5.827967047
50,2,4,27,45,Minnesota,Fillmore County,21228,21246,21271,18,25,67,218,57,276,10,-58,0,3,9,77,9,80,-1,3,300,300,300,10.25472164,12.98304208,-2.728320437,0.141120023,3.62208058,3.763200602
50,2,4,27,47,Minnesota,Freeborn County,30895,30883,30749,-12,-134,86,302,97,411,-11,-109,0,11,2,-40,2,-29,-3,4,588,588,588,9.800103842,13.33722741,-3.537123572,0.356957425,-1.298026999,-0.941069574
50,2,4,27,49,Minnesota,Goodhue County,47582,47536,47968,-46,432,116,484,144,569,-28,-85,0,3,-15,514,-15,517,-3,0,807,807,807,10.13570112,11.91573128,-1.780030156,0.062824594,10.76394706,10.82677165
50,2,4,27,51,Minnesota,Grant County,6074,6080,6153,6,73,17,69,22,68,-5,1,0,0,11,73,11,73,0,-1,89,89,89,11.28096133,11.11746914,0.163492193,0,11.93493011,11.93493011
50,2,4,27,53,Minnesota,Hennepin County,1281565,1281267,1267416,-298,-13851,3819,14722,2729,10975,1090,3747,91,1396,-1494,-18903,-1403,-17507,15,-91,25061,25061,25061,11.55263326,8.612291132,2.94034213,1.095467738,-14.83354344,-13.7380757
50,2,4,27,55,Minnesota,Houston County,18843,18818,18778,-25,-40,56,182,67,222,-11,-40,0,3,-13,-5,-13,-2,-1,2,214,214,214,9.681881051,11.809767,-2.127885945,0.159591446,-0.265985743,-0.106394297
50,2,4,27,57,Minnesota,Hubbard County,21344,21380,21715,36,335,54,208,59,252,-5,-44,0,5,44,378,44,383,-3,-4,93,93,93,9.653092006,11.69509224,-2.042000232,0.232045481,17.54263836,17.77468384
50,2,4,27,59,Minnesota,Isanti County,41135,41383,41906,248,523,118,437,91,387,27,50,0,0,221,472,221,472,0,1,373,373,373,10.49358259,9.292943846,1.20063874,0,11.3340297,11.3340297
50,2,4,27,61,Minnesota,Itasca County,45014,44984,45070,-30,86,88,394,145,579,-57,-185,1,-1,31,271,32,270,-5,1,895,895,895,8.750305372,12.8589513,-4.108645924,-0.022208897,6.018611056,5.996402159
50,2,4,27,63,Minnesota,Jackson County,9989,9969,9990,-20,21,20,95,34,108,-14,-13,0,2,-6,30,-6,32,0,2,93,93,93,9.519515006,10.82218548,-1.302670474,0.200410842,3.006162633,3.206573476
50,2,4,27,65,Minnesota,Kanabec County,16032,16040,16159,8,119,42,148,52,210,-10,-62,0,2,19,181,19,183,-1,-2,167,167,167,9.192832076,13.04388335,-3.851051275,0.124227461,11.24258517,11.36681263
50,2,4,27,67,Minnesota,Kandiyohi County,43732,43685,43767,-47,82,160,550,123,469,37,81,0,68,-82,-75,-82,-7,-2,8,977,977,977,12.57832868,10.72588391,1.85244477,1.555138819,-1.715226639,-0.16008782
50,2,4,27,69,Minnesota,Kittson County,4207,4180,4146,-27,-34,6,42,17,85,-11,-43,0,2,-16,7,-16,9,0,0,89,89,89,10.08887821,20.41796781,-10.3290896,0.480422772,1.681479702,2.161902474
50,2,4,27,71,Minnesota,Koochiching County,12062,12031,11941,-31,-90,17,84,26,171,-9,-87,0,1,-19,-5,-19,-4,-3,1,199,199,199,7.008176206,14.26664442,-7.258468213,0.083430669,-0.417153346,-0.333722676
50,2,4,27,73,Minnesota,Lac qui Parle County,6719,6701,6684,-18,-17,27,63,24,118,3,-55,0,2,-20,36,-20,38,-1,0,138,138,138,9.4135226,17.63167725,-8.218154651,0.298841987,5.379155771,5.677997759
50,2,4,27,75,Minnesota,Lake County,10905,10885,10986,-20,101,21,101,51,157,-30,-56,0,0,11,159,11,159,-1,-2,203,203,203,9.235974578,14.35691098,-5.1209364,0,14.53980156,14.53980156
50,2,4,27,77,Minnesota,Lake of the Woods County,3763,3760,3823,-3,63,11,32,17,41,-6,-9,0,0,4,72,4,72,-1,0,44,44,44,8.439931426,10.81366214,-2.373730713,0,18.98984571,18.98984571
50,2,4,27,79,Minnesota,Le Sueur County,28674,28627,28841,-47,214,63,271,64,284,-1,-13,0,10,-46,217,-46,227,0,0,213,213,213,9.4313357,9.883761398,-0.452425698,0.348019768,7.552028955,7.900048723
50,2,4,27,81,Minnesota,Lincoln County,5640,5628,5567,-12,-61,13,66,14,83,-1,-17,0,1,-10,-44,-10,-43,-1,-1,116,116,116,11.79097812,14.82804824,-3.037070121,0.178651184,-7.860652077,-7.682000893
50,2,4,27,83,Minnesota,Lyon County,25269,25174,25231,-95,57,96,317,67,273,29,44,0,49,-124,-40,-124,9,0,4,793,793,793,12.57811725,10.8322587,1.745858546,1.944251562,-1.587144133,0.35710743
50,2,4,27,85,Minnesota,McLeod County,36771,36701,36735,-70,34,81,386,115,442,-34,-56,0,4,-34,79,-34,83,-2,7,442,442,442,10.51255515,12.03769269,-1.525137535,0.108938395,2.151533308,2.260471703
50,2,4,27,87,Minnesota,Mahnomen County,5411,5374,5414,-37,40,19,86,29,71,-10,15,0,0,-27,24,-27,24,0,1,65,65,65,15.94364108,13.16277345,2.780867631,0,4.449388209,4.449388209
50,2,4,27,89,Minnesota,Marshall County,9040,9035,8988,-5,-47,26,112,19,115,7,-3,0,0,-10,-46,-10,-46,-2,2,50,50,50,12.4285635,12.76147145,-0.332907951,0,-5.104588581,-5.104588581
50,2,4,27,91,Minnesota,Martin County,20025,19970,19915,-55,-55,54,221,65,247,-11,-26,0,0,-43,-32,-43,-32,-1,3,319,319,319,11.08186035,12.38560863,-1.303748276,0,-1.604613263,-1.604613263
50,2,4,27,93,Minnesota,Meeker County,23400,23428,23376,28,-52,58,251,60,274,-2,-23,0,3,32,-35,32,-32,-2,3,300,300,300,10.72557901,11.70840099,-0.982821981,0.128194171,-1.495598667,-1.367404495
50,2,4,27,95,Minnesota,Mille Lacs County,26459,26410,26867,-49,457,61,280,104,336,-43,-56,0,3,-4,516,-4,519,-2,-6,475,475,475,10.51110235,12.61332282,-2.10222047,0.112618954,19.37046005,19.483079
50,2,4,27,97,Minnesota,Morrison County,34010,33980,33992,-30,12,91,323,89,435,2,-112,0,1,-31,118,-31,119,-1,5,481,481,481,9.503913376,12.79938798,-3.295474607,0.02942388,3.47201789,3.50144177
50,2,4,27,99,Minnesota,Mower County,40029,40049,40158,20,109,143,474,96,412,47,62,1,74,-27,-33,-26,41,-1,6,540,540,540,11.81941726,10.27341753,1.545999726,1.845225479,-0.822870822,1.022354657
50,2,4,27,101,Minnesota,Murray County,8179,8168,8144,-11,-24,23,78,20,83,3,-5,-2,3,-12,-23,-14,-20,0,1,136,136,136,9.563511525,10.17655714,-0.613045611,0.367827366,-2.820009809,-2.452182442
50,2,4,27,103,Minnesota,Nicollet County,34454,34490,34332,36,-158,84,332,73,270,11,62,0,10,24,-231,24,-221,1,1,2797,2797,2797,9.64807765,7.846328209,1.801749441,0.290604749,-6.71296969,-6.422364941
50,2,4,27,105,Minnesota,Nobles County,22290,22183,21991,-107,-192,82,374,56,225,26,149,0,40,-133,-378,-133,-338,0,-3,366,366,366,16.93303753,10.18698782,6.746049713,1.811020057,-17.11413954,-15.30311948
50,2,4,27,107,Minnesota,Norman County,6441,6422,6416,-19,-6,11,63,19,86,-8,-23,0,3,-11,12,-11,15,0,2,128,128,128,9.814612868,13.3977255,-3.583112634,0.467362518,1.86945007,2.336812588
